Retailer,Plan,Type,Period,Rate (c/kWh),Daily Charge (c/day),Feed-in (c/kWh)
AGL,Residential Smart Saver (Velocity) - New To AGL,Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver (Velocity) - New To AGL,Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver (Velocity) - New To AGL,PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver (Velocity) - New To AGL,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Smart Saver (Velocity) - New To AGL,PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver (Velocity) - New To AGL,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Solar Savers - New to AGL,Flat Rate,Period,25.16,101.65,1.5
AGL,Residential Solar Savers - New to AGL,Flat Rate,Period,25.16,101.65,1.5
AGL,Residential Solar Savers - New to AGL,Flat Rate,Period,24.64,99.53,1.5
AGL,Residential Solar Savers - New to AGL,Flat Rate,Period,24.64,99.53,1.5
AGL,Residential Netflix Plan - New to AGL,Flat Rate,Period,23.59,102.52,1.5
AGL,Residential Netflix Plan - New to AGL,Flat Rate,Period,23.59,102.52,1.5
AGL,AGL Residential Smart Saver - New to AGL,Flat Rate,Period,23.59,95.3,1.5
AGL,AGL Residential Smart Saver - New to AGL,Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Netflix Plan - New to AGL,Flat Rate,Period,23.59,102.52,1.5
AGL,Business Smart Saver - New to AGL,Flat Rate,Summer,18.8,113.43,1.5
AGL,Business Smart Saver - New to AGL,Flat Rate,Non-Summer,18.8,113.43,1.5
AGL,Business Smart Saver - New to AGL,Flat Rate,Period,23.07,113.42,1.5
AGL,Residential Solar Savers - New to AGL,PEAK,Tariff 1,33.48,101.65,1.5
AGL,Residential Solar Savers - New to AGL,OFF_PEAK,Tariff 2,20.06,101.65,1.5
AGL,Residential Solar Savers - New to AGL,PEAK,Tariff 1,33.48,101.65,1.5
AGL,Residential Solar Savers - New to AGL,OFF_PEAK,Tariff 2,20.06,101.65,1.5
AGL,Business Smart Saver - New to AGL,Flat Rate,Period,23.07,113.42,1.5
AGL,Residential Solar Savers - New to AGL,PEAK,Tariff 1,33.48,101.65,1.5
AGL,Residential Solar Savers - New to AGL,OFF_PEAK,Tariff 2,20.06,101.65,1.5
AGL,Residential Solar Savers - New to AGL,PEAK,Tariff 1,32.78,99.53,1.5
AGL,Residential Solar Savers - New to AGL,OFF_PEAK,Tariff 2,19.64,99.53,1.5
AGL,Residential Solar Savers - New to AGL,PEAK,Tariff 1,32.78,99.53,1.5
AGL,Residential Solar Savers - New to AGL,OFF_PEAK,Tariff 2,19.64,99.53,1.5
AGL,Residential Netflix Plan - New to AGL,PEAK,Tariff 1,31.39,102.52,1.5
AGL,Residential Netflix Plan - New to AGL,OFF_PEAK,Tariff 2,18.81,102.52,1.5
AGL,Residential Netflix Plan - New to AGL,PEAK,Tariff 1,31.39,102.52,1.5
AGL,Residential Netflix Plan - New to AGL,OFF_PEAK,Tariff 2,18.81,102.52,1.5
AGL,AGL Residential Smart Saver - New to AGL,PEAK,Tariff 1,31.39,95.3,1.5
AGL,AGL Residential Smart Saver - New to AGL,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,AGL Residential Smart Saver - New to AGL,PEAK,Tariff 1,31.39,95.3,1.5
AGL,AGL Residential Smart Saver - New to AGL,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Business Smart Saver - New to AGL,PEAK,Tariff 1,28.96,113.42,1.5
AGL,Business Smart Saver - New to AGL,OFF_PEAK,Tariff 2,16.76,113.42,1.5
AGL,Business Smart Saver - New to AGL,PEAK,Tariff 1,28.96,113.42,1.5
AGL,Business Smart Saver - New to AGL,OFF_PEAK,Tariff 2,16.76,113.42,1.5
AGL,Residential Smart Saver (Velocity),Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver (Velocity),Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver (Velocity),PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver (Velocity),OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Smart Saver (Velocity),PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver (Velocity),OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Solar Savers,Flat Rate,Period,25.16,101.65,1.5
AGL,Residential Solar Savers,Flat Rate,Period,25.16,101.65,1.5
AGL,Residential Solar Savers,PEAK,Tariff 1,33.48,101.65,1.5
AGL,Residential Solar Savers,OFF_PEAK,Tariff 2,20.06,101.65,1.5
AGL,Residential Solar Savers,PEAK,Tariff 1,33.48,101.65,1.5
AGL,Residential Solar Savers,OFF_PEAK,Tariff 2,20.06,101.65,1.5
AGL,Residential Solar Savers,Flat Rate,Period,24.64,99.53,1.5
AGL,Residential Solar Savers,Flat Rate,Period,24.64,99.53,1.5
AGL,Residential Seniors Saver - New To AGL,Flat Rate,Period,22.02,88.94,1.0
AGL,Residential Seniors Saver,Flat Rate,Period,22.02,88.94,1.0
AGL,Residential Seniors Saver,Flat Rate,Period,22.02,88.94,1.0
AGL,Residential Seniors Saver - New To AGL,Flat Rate,Period,22.02,88.94,1.0
AGL,Residential Smart Saver (Westpac) - New To AGL,Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver - BP Fuel,Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Netflix Plan,Flat Rate,Period,23.59,102.52,1.5
AGL,Residential Netflix Plan,Flat Rate,Period,23.59,102.52,1.5
AGL,Residential Smart Saver (Westpac) - New To AGL,Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver - BP Fuel,Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver (Westpac),Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver (Westpac),Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver - BP Fuel New To AGL,Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver - BP Fuel New To AGL,Flat Rate,Period,23.59,95.3,1.5
AGL,AGL Residential Smart Saver,Flat Rate,Period,23.59,95.3,1.5
AGL,AGL Residential Smart Saver,Flat Rate,Period,23.59,95.3,1.5
AGL,Business Smart Saver,Flat Rate,Period,23.07,113.42,1.5
AGL,Business Smart Saver,Flat Rate,Summer,18.8,113.43,1.5
AGL,Business Smart Saver,Flat Rate,Non-Summer,18.8,113.43,1.5
AGL,Business Smart Saver,Flat Rate,Period,23.07,113.42,1.5
AGL,Residential Solar Savers,PEAK,Tariff 1,32.78,99.53,1.5
AGL,Residential Solar Savers,OFF_PEAK,Tariff 2,19.64,99.53,1.5
AGL,Residential Solar Savers,PEAK,Tariff 1,32.78,99.53,1.5
AGL,Residential Solar Savers,OFF_PEAK,Tariff 2,19.64,99.53,1.5
AGL,Residential Seniors Saver,PEAK,Tariff 1,29.3,88.94,1.0
AGL,Residential Seniors Saver,OFF_PEAK,Tariff 2,17.55,88.94,1.0
AGL,Residential Seniors Saver - New To AGL,PEAK,Tariff 1,29.3,88.94,1.0
AGL,Residential Seniors Saver - New To AGL,OFF_PEAK,Tariff 2,17.55,88.94,1.0
AGL,Residential Seniors Saver,PEAK,Tariff 1,29.3,88.94,1.0
AGL,Residential Seniors Saver,OFF_PEAK,Tariff 2,17.55,88.94,1.0
AGL,Residential Seniors Saver - New To AGL,PEAK,Tariff 1,29.3,88.94,1.0
AGL,Residential Seniors Saver - New To AGL,OFF_PEAK,Tariff 2,17.55,88.94,1.0
AGL,Residential Smart Saver (Westpac) - New To AGL,PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver (Westpac) - New To AGL,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Netflix Plan,PEAK,Tariff 1,31.39,102.52,1.5
AGL,Residential Netflix Plan,OFF_PEAK,Tariff 2,18.81,102.52,1.5
AGL,Residential Netflix Plan,PEAK,Tariff 1,31.39,102.52,1.5
AGL,Residential Netflix Plan,OFF_PEAK,Tariff 2,18.81,102.52,1.5
AGL,Residential Smart Saver (Westpac) - New To AGL,PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver (Westpac) - New To AGL,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Smart Saver - BP Fuel,PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver - BP Fuel,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Smart Saver - BP Fuel,PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver - BP Fuel,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Smart Saver (Westpac),PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver (Westpac),OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Smart Saver (Westpac),PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver (Westpac),OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,AGL Residential Smart Saver,PEAK,Tariff 1,31.39,95.3,1.5
AGL,AGL Residential Smart Saver,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,AGL Residential Smart Saver,PEAK,Tariff 1,31.39,95.3,1.5
AGL,AGL Residential Smart Saver,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Smart Saver - BP Fuel New To AGL,PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver - BP Fuel New To AGL,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Residential Smart Saver - BP Fuel New To AGL,PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver - BP Fuel New To AGL,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Business Smart Saver,PEAK,Tariff 1,28.96,113.42,1.5
AGL,Business Smart Saver,OFF_PEAK,Tariff 2,16.76,113.42,1.5
AGL,Business Smart Saver,PEAK,Tariff 1,28.96,113.42,1.5
AGL,Business Smart Saver,OFF_PEAK,Tariff 2,16.76,113.42,1.5
AGL,Residential Smart Saver - 3rd Party,Flat Rate,Period,23.59,95.3,1.5
AGL,Residential Smart Saver - 3rd Party,Flat Rate,Period,23.59,95.3,1.5
AGL,Business Smart Saver - 3rd Party,Flat Rate,Summer,18.8,113.43,1.5
AGL,Business Smart Saver - 3rd Party,Flat Rate,Non-Summer,18.8,113.43,1.5
AGL,Business Smart Saver - 3rd Party,Flat Rate,Period,23.07,113.42,1.5
AGL,Business Smart Saver - 3rd Party,Flat Rate,Period,23.07,113.42,1.5
AGL,Residential Netflix Plan - 3rd Party,Flat Rate,Period,23.59,102.52,1.5
AGL,Residential Netflix Plan - 3rd Party,Flat Rate,Period,23.59,102.52,1.5
AGL,Residential Smart Saver - 3rd Party,PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver - 3rd Party,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Business Smart Saver - 3rd Party,PEAK,Tariff 1,28.96,113.42,1.5
AGL,Business Smart Saver - 3rd Party,OFF_PEAK,Tariff 2,16.76,113.42,1.5
AGL,Residential Smart Saver - 3rd Party,PEAK,Tariff 1,31.39,95.3,1.5
AGL,Residential Smart Saver - 3rd Party,OFF_PEAK,Tariff 2,18.81,95.3,1.5
AGL,Business Smart Saver - 3rd Party,PEAK,Tariff 1,28.96,113.42,1.5
AGL,Business Smart Saver - 3rd Party,OFF_PEAK,Tariff 2,16.76,113.42,1.5
AGL,Residential Netflix Plan - 3rd Party,PEAK,Tariff 1,31.39,102.52,1.5
AGL,Residential Netflix Plan - 3rd Party,OFF_PEAK,Tariff 2,18.81,102.52,1.5
AGL,Residential Netflix Plan - 3rd Party,PEAK,Tariff 1,31.39,102.52,1.5
AGL,Residential Netflix Plan - 3rd Party,OFF_PEAK,Tariff 2,18.81,102.52,1.5
AGL,Business Standing Offer,Flat Rate,Period,25.3545,124.6455,1.5
AGL,Business Standing Offer,Flat Rate,Summer,20.67,124.65,1.5
AGL,Business Standing Offer,Flat Rate,Non-Summer,20.67,124.65,1.5
AGL,Business Standing Offer,Flat Rate,Period,25.3545,124.6455,1.5
AGL,Residential Standing Offer,Flat Rate,Period,26.2182,105.8909,1.5
AGL,Residential Standing Offer,Flat Rate,Period,26.2182,105.8909,1.5
AGL,Residential Standing Offer,PEAK,Tariff 1,34.8818,105.8909,1.5
AGL,Residential Standing Offer,OFF_PEAK,Tariff 2,20.9,105.8909,1.5
AGL,Business Standing Offer,PEAK,Tariff 1,31.8273,124.6455,1.5
AGL,Business Standing Offer,OFF_PEAK,Tariff 2,18.4273,124.6455,1.5
AGL,Business Standing Offer,PEAK,Tariff 1,31.8273,124.6455,1.5
AGL,Business Standing Offer,OFF_PEAK,Tariff 2,18.4273,124.6455,1.5
AGL,Residential Standing Offer,PEAK,Tariff 1,34.8818,105.8909,1.5
AGL,Residential Standing Offer,OFF_PEAK,Tariff 2,20.9,105.8909,1.5
Origin Energy,Origin Business Go Variable - New and Moving Customers (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - New and Moving Customers (Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Comparable (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Comparable (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Comparable (TOU 5 Day),PEAK,Tariff 1,30.3,116.08,1.0
Origin Energy,Origin Business Go Variable - Comparable (TOU 5 Day),OFF_PEAK,Tariff 2,14.44,116.08,1.0
Origin Energy,Origin Business Go Variable - Comparable (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Comparable (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Comparable (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Comparable (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
Origin Energy,Origin Business Go Variable - Comparable(Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Comparable(Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Comparable(Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Comparable(Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Comparable(Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Comparable(Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch - New and Moving Customers Only (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch - New and Moving Customers Only (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch - New and Moving Customers Only  (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch - New and Moving Customers Only (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch - New and Moving Customers Only (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch - New and Moving Customers Only  (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable ePlus - One Big Switch (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Comparable (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Comparable (Residential Demand),Flat Rate,Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Affinity Variable - Comparable (Residential Demand),Flat Rate,Non- Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Affinity Variable - Comparable (Residential Demand with Dedicated Circuit),Flat Rate,Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Affinity Variable - Comparable (Residential Demand with Dedicated Circuit),Flat Rate,Non- Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Affinity Variable - One Click Switch (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - One Click Switch (Residential Demand),Flat Rate,Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Affinity Variable - One Click Switch (Residential Demand),Flat Rate,Non- Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Affinity Variable - Comparable (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare Club (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Electricity Wizard (Residential Demand),Flat Rate,Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Affinity Variable - Electricity Wizard (Residential Demand),Flat Rate,Non- Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Affinity Variable - One Click Switch (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Go Switch (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare Club (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare the Market (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Electricity Wizard (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Electricity Wizard (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Go Switch (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - iSelect (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare the Market (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Residential Connections (Single Rate),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Residential Connections (Residential Demand),Flat Rate,Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Affinity Variable - Residential Connections (Residential Demand),Flat Rate,Non- Summer Demand,18.87,77.06,1.0
Origin Energy,Origin Affinity Variable - iSelect (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - Residential Connections (Single Rate with Dedicated Circuit),Flat Rate,Period,23.6,95.3,1.0
Origin Energy,Origin Affinity Variable - One Click Switch (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - One Click Switch (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Residential Connections (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Residential Connections (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Residential Connections (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Residential Connections (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - One Click Switch (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - One Click Switch (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare Club (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare Club (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare Club (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare Club (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Go Switch (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Go Switch (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Go Switch (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Go Switch (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare the Market (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare the Market (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare the Market (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Compare the Market (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Comparable (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Comparable (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Comparable (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Comparable (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Electricity Wizard (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Electricity Wizard (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - Electricity Wizard (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - Electricity Wizard (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - iSelect (2 Period TOU),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - iSelect (2 Period TOU),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Affinity Variable - iSelect (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,31.39,95.3,1.0
Origin Energy,Origin Affinity Variable - iSelect (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,18.81,95.3,1.0
Origin Energy,Origin Business Go Variable - Energy Deal(Single Rate),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Go Variable - Energy Deal (Single Rate with Demand and Controlled Load),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Energy Deal (Single Rate with Demand and Controlled Load),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Energy Deal(Single Rate and Demand),Flat Rate,Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Go Variable - Energy Deal(Single Rate and Demand),Flat Rate,Non- Summer Demand,37.77,136.87,1.0
Origin Energy,Origin Business Usage Advantage - Energy Deal(Single Rate),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Go Variable - Energy Deal(Single Rate with Dedicated Circuit),Flat Rate,Period,23.07,113.43,1.0
Origin Energy,Origin Business Usage Advantage - Energy Deal(Single Rate with Dedicated Circuit),Flat Rate,Period,22.56,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Energy Deal (2 Period TOU),PEAK,Tariff 1,28.33,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Energy Deal (2 Period TOU),OFF_PEAK,Tariff 2,16.4,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Energy Deal (TOU 5 Day with Dedicated Circuit),PEAK,Tariff 1,29.64,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Energy Deal (TOU 5 Day with Dedicated Circuit),OFF_PEAK,Tariff 2,14.12,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Energy Deal (TOU 5 Day),PEAK,Tariff 1,29.64,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Energy Deal (TOU 5 Day),OFF_PEAK,Tariff 2,14.12,127.56,1.0
Origin Energy,Origin Business Usage Advantage - Energy Deal (2 Period TOU with Dedicated Circuit),PEAK,Tariff 1,28.33,124.645,1.0
Origin Energy,Origin Business Usage Advantage - Energy Deal (2 Period TOU with Dedicated Circuit),OFF_PEAK,Tariff 2,16.4,124.645,1.0
Origin Energy,Origin Business Go Variable - Energy Deal (2 Period TOU),PEAK,Tariff 1,28.96,113.43,1.0
Origin Energy,Origin Business Go Variable - Energy Deal (2 Period TOU),OFF_PEAK,Tariff 2,16.77,113.43,1.0
